ODATEDW,OSOURCE,TCODE,STATE,ZIP,MAILCODE,PVASTATE,DOB,NOEXCH,RECINHSE,RECP3,RECPGVG,RECSWEEP,MDMAUD,DOMAIN,CLUSTER,AGE,AGEFLAG,HOMEOWNR,CHILD03,CHILD07,CHILD12,CHILD18,NUMCHLD,INCOME,GENDER,WEALTH1,HIT,MBCRAFT,MBGARDEN,MBBOOKS,MBCOLECT,MAGFAML,MAGFEM,MAGMALE,PUBGARDN,PUBCULIN,PUBHLTH,PUBDOITY,PUBNEWFN,PUBPHOTO,PUBOPP,DATASRCE,MALEMILI,MALEVET,VIETVETS,WWIIVETS,LOCALGOV,STATEGOV,FEDGOV,SOLP3,SOLIH,MAJOR,WEALTH2,GEOCODE,COLLECT1,VETERANS,BIBLE,CATLG,HOMEE,PETS,CDPLAY,STEREO,PCOWNERS,PHOTO,CRAFTS,FISHER,GARDENIN,BOATS,WALKER,KIDSTUFF,CARDS,PLATES,LIFESRC,PEPSTRFL,POP901,POP902,POP903,POP90C1,POP90C2,POP90C3,POP90C4,POP90C5,ETH1,ETH2,ETH3,ETH4,ETH5,ETH6,ETH7,ETH8,ETH9,ETH10,ETH11,ETH12,ETH13,ETH14,ETH15,ETH16,AGE901,AGE902,AGE903,AGE904,AGE905,AGE906,AGE907,CHIL1,CHIL2,CHIL3,AGEC1,AGEC2,AGEC3,AGEC4,AGEC5,AGEC6,AGEC7,CHILC1,CHILC2,CHILC3,CHILC4,CHILC5,HHAGE1,HHAGE2,HHAGE3,HHN1,HHN2,HHN3,HHN4,HHN5,HHN6,MARR1,MARR2,MARR3,MARR4,HHP1,HHP2,DW1,DW2,DW3,DW4,DW5,DW6,DW7,DW8,DW9,HV1,HV2,HV3,HV4,HU1,HU2,HU3,HU4,HU5,HHD1,HHD2,HHD3,HHD4,HHD5,HHD6,HHD7,HHD8,HHD9,HHD10,HHD11,HHD12,ETHC1,ETHC2,ETHC3,ETHC4,ETHC5,ETHC6,HVP1,HVP2,HVP3,HVP4,HVP5,HVP6,HUR1,HUR2,RHP1,RHP2,RHP3,RHP4,HUPA1,HUPA2,HUPA3,HUPA4,HUPA5,HUPA6,HUPA7,RP1,RP2,RP3,RP4,MSA,ADI,DMA,IC1,IC2,IC3,IC4,IC5,IC6,IC7,IC8,IC9,IC10,IC11,IC12,IC13,IC14,IC15,IC16,IC17,IC18,IC19,IC20,IC21,IC22,IC23,HHAS1,HHAS2,HHAS3,HHAS4,MC1,MC2,MC3,TPE1,TPE2,TPE3,TPE4,TPE5,TPE6,TPE7,TPE8,TPE9,PEC1,PEC2,TPE10,TPE11,TPE12,TPE13,LFC1,LFC2,LFC3,LFC4,LFC5,LFC6,LFC7,LFC8,LFC9,LFC10,OCC1,OCC2,OCC3,OCC4,OCC5,OCC6,OCC7,OCC8,OCC9,OCC10,OCC11,OCC12,OCC13,EIC1,EIC2,EIC3,EIC4,EIC5,EIC6,EIC7,EIC8,EIC9,EIC10,EIC11,EIC12,EIC13,EIC14,EIC15,EIC16,OEDC1,OEDC2,OEDC3,OEDC4,OEDC5,OEDC6,OEDC7,EC1,EC2,EC3,EC4,EC5,EC6,EC7,EC8,SEC1,SEC2,SEC3,SEC4,SEC5,AFC1,AFC2,AFC3,AFC4,AFC5,AFC6,VC1,VC2,VC3,VC4,ANC1,ANC2,ANC3,ANC4,ANC5,ANC6,ANC7,ANC8,ANC9,ANC10,ANC11,ANC12,ANC13,ANC14,ANC15,POBC1,POBC2,LSC1,LSC2,LSC3,LSC4,VOC1,VOC2,VOC3,HC1,HC2,HC3,HC4,HC5,HC6,HC7,HC8,HC9,HC10,HC11,HC12,HC13,HC14,HC15,HC16,HC17,HC18,HC19,HC20,HC21,MHUC1,MHUC2,AC1,AC2,ADATE_2,ADATE_3,ADATE_4,ADATE_5,ADATE_6,ADATE_7,ADATE_8,ADATE_9,ADATE_10,ADATE_11,ADATE_12,ADATE_13,ADATE_14,ADATE_15,ADATE_16,ADATE_17,ADATE_18,ADATE_19,ADATE_20,ADATE_21,ADATE_22,ADATE_23,ADATE_24,RFA_2,RFA_3,RFA_4,RFA_5,RFA_6,RFA_7,RFA_8,RFA_9,RFA_10,RFA_11,RFA_12,RFA_13,RFA_14,RFA_15,RFA_16,RFA_17,RFA_18,RFA_19,RFA_20,RFA_21,RFA_22,RFA_23,RFA_24,CARDPROM,MAXADATE,NUMPROM,CARDPM12,NUMPRM12,RDATE_3,RDATE_4,RDATE_5,RDATE_6,RDATE_7,RDATE_8,RDATE_9,RDATE_10,RDATE_11,RDATE_12,RDATE_13,RDATE_14,RDATE_15,RDATE_16,RDATE_17,RDATE_18,RDATE_19,RDATE_20,RDATE_21,RDATE_22,RDATE_23,RDATE_24,RAMNT_3,RAMNT_4,RAMNT_5,RAMNT_6,RAMNT_7,RAMNT_8,RAMNT_9,RAMNT_10,RAMNT_11,RAMNT_12,RAMNT_13,RAMNT_14,RAMNT_15,RAMNT_16,RAMNT_17,RAMNT_18,RAMNT_19,RAMNT_20,RAMNT_21,RAMNT_22,RAMNT_23,RAMNT_24,RAMNTALL,NGIFTALL,CARDGIFT,MINRAMNT,MINRDATE,MAXRAMNT,MAXRDATE,LASTGIFT,LASTDATE,FISTDATE,NEXTDATE,TIMELAG,AVGGIFT,CONTROLN,TARGET_B,TARGET_D,HPHONE_D,RFA_2R,RFA_2F,RFA_2A,MDMAUD_R,MDMAUD_F,MDMAUD_A,CLUSTER2,GEOCODE2
9501,DNA,28,NC,27106, , ,1401,0, , , , ,XXXX,C2,25,84,E,U, , , , ,,4,F,7,17,0,0,5,0,0,0,0,0,0,3,1,2,0,0,3,0,23,18,36,5,4,2, , , ,, , , , , , , , , , , , , , , , , , , , , ,2438,643,1035,99,0,0,45,55,49,50,0,0,1,0,0,0,0,0,0,0,0,0,0,0,31,37,40,34,42,45,24,40,38,21,14,29,21,12,11,7,7,17,16,32,18,17,15,6,14,34,30,36,19,7,3,52,14,7,28,152,231,53,52,1,44,43,39,2,2,0,700,744,3,4,52,48,88,12,1,32,62,47,21,79,21,11,1,10,17,25,4,6,30,12,13,35,2,1,1,11,41,83,0,17,31,49,46,13,4,13,31,3,10,5,33,0,9,18,55,97,3120,281,518,299,375,347,429,15192,19,23,19,16,17,4,2,0,0,8,18,21,20,24,6,3,0,0,17,7,33,9,63,37,12,85,10,0,0,0,0,0,3,2,0,5,17,20,2,64,81,84,79,83,76,87,46,99,99,0,14,8,4,12,17,1,1,13,0,7,12,4,5,0,0,3,26,7,1,2,19,8,3,3,2,8,8,5,3,5,4,2,4,77,8,0,124,5,6,36,26,6,12,8,4,19,3,16,4,0,0,0,10,23,0,18,22,36,20,1,3,0,8,0,0,3,1,0,0,0,0,1,0,0,0,75,98,1,0,1,92,48,18,3,14,3,10,23,54,88,12,0,0,22,3,58,16,0,2,95,5,89,99,96,6,3,6,10,9706,9606,9604,9604,9603,9602,9601,9511,9510,9509,9508,9507,,,,9501,9412,,,,,,,L1G,A1G,A1G,A1G,N2G,N2G,N2G,N2G,N2G,N2G,N2G,N2G, , , ,P1F,P1F, , , , , , ,10,9702,23,6,12,,,,,,,,,,,,,,,9502,,,,,,,,,,,,,,,,,,,,,,15,,,,,,,,40,2,0,15,9502,25,9505,25,9505,9502,9505,3,20,15419,0,0,1,L,1,G,X,X,X,33,B
9201,L04,3,FL,33143, , ,2904,0, , , , ,XXXX,S1,15,69,E,U, , , , ,,4,F,3,3,0,0,1,0,0,0,0,0,0,2,0,0,0,0,3,0,15,16,52,8,2,1, , , ,3, , , , , , , , , , , , , , , , , , , , , ,3243,740,1791,99,0,0,46,54,91,4,0,2,37,1,0,1,0,0,0,0,1,3,16,17,33,36,41,40,43,47,11,55,27,19,14,31,16,9,10,9,10,27,21,26,13,13,24,13,21,47,36,17,7,3,1,38,17,10,34,109,181,8,8,0,91,91,87,0,0,0,1731,1910,5,5,20,80,94,6,15,13,41,29,8,58,42,5,1,4,28,39,12,8,61,21,1,3,0,35,65,82,88,98,11,17,7,34,36,10,5,18,73,0,1,4,75,0,43,96,98,98,5000,127,528,247,288,298,373,17447,24,27,20,17,7,1,1,0,1,13,22,28,19,9,3,2,1,3,25,1,47,8,69,31,28,70,12,11,1,9,0,0,5,2,1,3,23,27,4,75,71,80,64,76,61,58,43,57,99,3,21,14,9,13,18,0,1,11,1,7,1,1,2,1,0,6,5,5,3,6,16,11,5,5,2,9,13,10,2,8,2,1,8,72,10,0,140,3,9,21,25,7,22,14,10,13,0,3,20,0,0,0,7,15,1,16,13,52,23,0,4,0,6,0,0,3,3,0,3,0,1,1,0,0,36,16,56,35,1,7,91,31,4,3,23,0,0,0,26,72,28,11,13,0,1,88,0,0,0,94,6,94,99,99,8,4,5,6,9706,9606,9604,9604,9603,9602,9601,9511,9510,9509,9508,9507,9506,9504,9503,9502,9501,9411,,9410,9409,,9406,L2F,A2F,A2F,A2F,A2F,A3G,A3G,A3G,A3G,A3G,A3G,A2G,A2G,A2G,A2G,L4F,L4F,L4F, ,L4F,L4F, ,L4F,21,9702,58,6,15,,,,,,,,9511,,,,,9505,,,,,,9411,,,,,,,,,,,20,,,,,20,,,,,,10,,,,220,13,3,5,9205,25,9412,20,9511,9202,9205,3,16.923076923,37810,0,0,1,L,2,F,X,X,X,24,A
9101,AML,1,OR,97008, , ,0,0, , , , ,XXXX, , ,, , , , , , ,,,F,,0,,,,,,,,,,,,,,, ,0,0,0,0,0,0,0, , , ,, , , , , , , , , , , , , , , , , , , , ,X,800,232,294,99,0,0,49,51,93,1,1,5,0,0,2,0,0,2,1,0,0,0,0,0,38,44,46,37,46,49,25,29,44,26,11,14,25,22,15,11,3,9,14,33,24,20,21,6,19,19,36,45,29,11,5,65,9,5,21,186,272,86,63,7,12,5,1,0,0,0,930,980,5,5,83,17,99,1,0,35,79,70,31,91,9,4,1,3,10,16,2,18,59,16,1,1,0,0,1,36,87,99,0,0,75,71,69,14,4,12,0,0,10,7,0,0,59,92,96,98,6440,233,820,445,438,506,502,20429,3,9,17,24,34,8,5,0,0,4,8,20,22,32,10,3,0,0,24,3,67,0,45,55,13,79,8,5,5,0,0,0,0,7,4,52,23,27,8,76,72,74,69,74,69,75,74,0,0,0,16,26,2,22,12,0,2,4,0,4,0,2,11,0,0,0,15,4,10,9,17,10,4,5,3,4,6,8,4,6,2,0,5,80,8,0,150,0,4,17,36,1,29,12,6,17,2,16,5,0,0,0,27,61,0,21,23,45,16,0,7,0,6,0,0,1,0,3,2,0,1,0,2,0,1,56,99,0,0,0,99,73,17,11,19,0,0,0,60,97,3,22,4,77,0,20,3,0,0,99,0,99,99,99,7,4,7,10,9706,9606,9604,9604,9603,9602,9601,9511,9510,9510,9509,9507,9506,9504,9503,9502,9501,9411,,,9409,9407,9406,L2F,A2F,A2F,A2F,A1F,A2F,A2F,A2F,A2F,A2F,A2F,A2F,A2F,A2F,A2F,A2F,A2F,A2F, , ,A2F,A2F,A2F,23,9702,54,6,13,,,,,,,,,,,,9509,,,,,9412,,,9409,,,,,,,,,,,,,,20,,,,,20,,,20,,,155,9,5,5,9112,20,9205,15,9512,9112,9205,5,17.222222222,174431,0,0,0,L,2,F,X,X,X,11,B
9501, ,1,OR,97708, , ,0,0, ,X, , ,XXXX,R1,42,, , , , , , ,,,M,,0,,,,,,,,,,,,,,, ,1,38,37,28,7,2,3, , , ,, , , , , , , , , , , , , , , , , , , , ,X,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,591,821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9706,9606,9604,,9603,9602,9601,9511,9510,9509,9508,9507,9506,,9503,9501,9412,,,,9408,9406,9405,L1F,A1F,A1F, ,N2F,N2F,N2F,N1E,A1E,N1E,N1E,F1E,F1E, ,F1E,A3E,P1E, , , ,A4E,A3E,A3E,19,9702,56,4,11,,,,,,,,,,9512,,9511,,9504,,9501,,,,,,9407,,,,,,,,,,14,,14,,14,,10,,,,,,12,197,16,7,10,9501,15,9112,14,9512,9003,9102,11,12.3125,209,0,0,0,L,1,F,X,X,X,37,C
9501,AIR,1,TX,78748, , ,2901,0, , , , ,XXXX,S1,12,69,E,H, , , , ,,4,M,8,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,3,36,55,16,11,17,7, , , ,, , , , , , , , , , , , , , , , , , , , , ,2153,646,775,99,0,0,49,51,86,5,0,2,16,0,0,0,0,1,0,0,14,1,0,1,30,37,40,31,40,43,28,40,37,23,12,29,23,18,11,5,2,17,15,32,20,16,9,1,8,12,38,50,28,9,2,64,11,2,23,201,278,77,69,18,23,6,0,0,0,0,892,929,4,4,63,37,92,8,3,45,83,66,33,91,9,12,3,9,10,12,5,18,60,8,2,3,0,0,1,30,77,99,0,2,59,59,60,15,4,23,0,0,16,20,0,0,19,51,89,94,640,203,635,442,481,471,491,16897,7,12,18,19,31,12,1,0,0,9,10,16,18,31,14,2,0,0,10,2,46,5,53,47,9,78,15,1,1,0,0,1,3,2,2,3,23,26,3,78,79,86,72,81,67,73,58,83,99,4,15,24,4,12,19,0,1,9,2,9,3,0,0,2,0,2,13,4,4,4,15,9,5,1,2,6,10,7,16,11,17,7,7,53,3,2,140,2,6,21,29,7,26,9,3,31,2,23,10,1,3,0,21,36,7,55,23,16,17,1,6,0,9,0,0,6,0,1,1,0,0,2,1,0,6,59,84,10,5,2,99,71,23,4,10,0,3,42,91,99,0,0,0,39,4,57,0,0,1,99,0,59,99,99,9,3,7,5,9706,9606,9604,,9603,9602,9512,9511,,,,,9506,,,,,,,,,,,L1G,N1G,N1G, ,F1G,F1G,F1G,F1G, , , , ,P1G, , , , , , , , , , ,6,9702,15,4,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,1,0,25,9507,25,9507,25,9507,9507,,,25,127328,0,0,1,L,1,G,X,X,X,20,B
8601,DUR,0,CA,90274, , ,1002,0, , , , ,XXXX,S1,11,88, ,U, , , , ,,5,F,9,6,0,0,0,0,1,1,0,0,0,0,0,0,0,0,3,1,26,21,33,5,1,1, , , ,9, , , , , , , , , , , , , , , , , , , , ,X,4920,1399,2043,99,0,0,46,54,68,3,0,27,4,1,15,6,1,4,0,0,2,0,0,2,39,44,46,39,46,49,19,33,34,33,10,19,21,21,14,8,7,13,12,26,26,23,17,6,15,25,41,34,18,4,1,56,13,7,24,162,233,53,5,0,45,44,42,3,3,0,4183,4292,11,10,53,47,94,6,14,28,68,55,21,80,20,7,1,5,16,22,7,7,44,17,1,2,0,97,98,99,99,99,84,5,40,51,50,13,4,5,40,0,13,2,32,0,98,98,98,98,4480,13,803,631,704,671,738,29875,7,6,8,14,26,20,9,5,4,5,5,5,11,27,23,11,6,5,14,2,53,5,64,36,28,84,12,1,1,0,0,0,1,3,1,3,31,34,13,69,65,79,53,78,50,47,34,56,99,9,22,28,5,20,14,1,1,4,0,5,1,0,0,0,0,2,24,5,0,7,16,11,6,2,2,5,5,13,1,5,1,1,10,78,5,0,160,2,3,12,20,8,36,19,6,19,2,14,10,1,1,0,12,26,1,21,25,33,7,1,4,1,7,1,0,3,4,1,1,0,1,0,2,1,39,21,57,4,26,12,96,65,15,4,17,0,1,4,77,99,1,41,21,53,1,46,0,0,0,99,0,99,99,99,17,4,5,6,9706,9606,9604,9604,9603,9602,9601,9511,9510,9510,9508,9507,9506,9504,9503,,9412,9411,9411,9410,9409,9407,9406,L2G,S2G,S2G,S2G,S3G,S3G,S3G,S3G,S2G,S2G,S2G,S2G,A1G,A1G,A1G, ,A1F,S2F,S2F,S2F,S2F,S2F,S2F,34,9702,83,6,13,,,,,,,,,,,9508,,9505,,,9501,,,,,,,,,,,,,,,,,27,,30,,,25,,,,,,,291,18,17,5,8710,30,9505,27,9508,8608,8706,10,16.166666667,144833,0,0,0,L,2,G,X,X,X,2,A
9001,LHJ,0,MN,55112, , ,2301,0, , , , ,XXXX,S2,17,75,E,H, , , , ,,6,F,,0,,,,,,,,,,,,,,,2,0,34,28,31,0,7,3, , , ,6, , , , , , , , , , , , , , , , , , , ,1, ,1771,472,755,99,0,0,48,52,96,0,0,4,1,1,1,0,0,1,0,0,0,0,0,0,28,35,41,32,39,44,22,42,33,25,21,27,19,16,8,6,3,21,15,26,20,18,13,7,12,30,34,36,21,6,1,55,10,4,31,159,235,43,33,0,57,57,56,0,0,0,1025,1075,4,4,46,54,96,4,0,32,63,52,24,79,21,7,2,6,15,25,8,17,69,10,0,0,0,0,7,54,95,99,0,6,36,54,50,13,4,3,54,0,1,0,53,0,11,89,90,92,5120,107,613,352,467,405,505,17853,16,16,17,23,18,7,0,3,0,4,16,15,21,30,10,0,5,0,12,3,47,5,64,36,14,86,8,4,4,0,0,0,0,2,0,54,20,24,3,68,82,87,77,85,72,83,68,99,43,2,18,13,6,9,21,1,6,9,1,9,3,3,2,1,0,3,23,3,2,7,15,8,5,4,1,7,8,8,5,7,7,0,2,76,7,1,138,1,5,34,21,9,23,7,3,23,3,11,12,0,0,0,16,33,1,19,16,19,23,0,1,0,17,0,0,1,2,4,1,0,0,0,5,0,2,66,95,1,1,3,94,55,17,3,14,6,32,44,89,99,1,9,0,83,1,9,1,0,4,99,0,99,99,99,10,2,5,3,9706,9606,9604,9604,9603,9602,9601,9511,9510,9510,9509,,9506,,9503,9502,9501,9411,9411,9410,9409,,9406,L3F,A3F,A3F,A3F,A3F,A2F,A2F,A2F,A2F,A2F,A2F, ,A1E, ,A1E,L1E,L1E,L1E,L1E,L1E,L1E, ,A1E,22,9702,57,6,14,,,,,,,9512,,,9511,,9506,,,,,,9411,,,,,,,,,,,15,,,15,,15,,,,,,11,,,,,96,8,4,10,9304,15,9506,15,9512,9001,9101,12,12,84035,0,0,0,L,3,F,X,X,X,21,A
8601,WKB,0,MN,55066-, , ,1311,0, , , , ,XXXX,T2,36,84,E,H, , , , ,,3,F,4,13,1,1,0,0,2,0,0,0,0,0,1,2,1,0,3,0,36,20,40,14,2,1, , , ,4, , , , , , , , , , , , , , , , , , , ,1,X,526,65,373,0,99,0,32,68,99,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,74,75,76,62,66,69,7,49,32,19,7,11,6,3,5,15,53,21,13,33,21,12,79,69,79,80,14,6,3,1,0,23,11,43,23,63,130,6,6,5,91,86,81,8,5,2,713,739,2,3,6,94,96,4,0,5,17,13,2,30,70,3,0,3,13,71,3,6,27,66,0,0,0,0,0,11,44,89,0,17,6,27,33,10,4,12,79,0,1,9,82,0,23,26,35,54,0,107,613,86,252,152,315,11569,73,8,9,3,7,0,0,0,0,38,11,11,10,30,0,0,0,0,79,5,61,19,57,43,9,66,24,4,4,0,0,0,6,0,0,22,13,22,4,37,26,36,23,31,23,99,54,99,0,0,18,0,0,17,5,0,0,32,0,11,14,1,2,0,0,0,26,0,11,0,21,0,0,1,3,31,6,1,0,6,0,0,0,91,3,0,120,26,16,31,13,1,11,2,0,13,1,7,5,0,0,0,3,11,0,0,7,93,0,0,2,0,25,0,1,1,0,8,0,0,0,1,18,0,1,68,95,0,0,5,42,9,1,4,15,0,0,0,0,0,99,0,3,73,0,22,3,0,1,99,0,99,99,96,5,2,0,3,9706,9606,9604,9604,9603,9602,9601,9511,9510,9509,9508,9507,9506,9504,9503,,9501,9411,,9410,9409,,,L1G,A1G,A1G,A1G,S2G,A1G,A1G,A1G,A1G,A1G,A1G,A1G,A1G,A1G,I1E, ,L1E,L1E, ,L1E,L1E, , ,29,9702,66,6,13,,,,,,,,,9510,,,,,,,9501,,,,,,,,,,,,,,,30,,,,,,,25,,,,,,,94,10,6,3,8802,30,9510,30,9510,8609,8703,6,9.4,82335,0,0,0,L,1,G,X,X,X,55,D
9301,AGR,0,IL,61604, , ,2801,0, , , , ,XXXX,C2,28,70,I, , , , , ,,,F,,0,,,,,,,,,,,,,,, ,0,26,27,36,4,5,0, , , ,4, , , , , , , , , , , , , , , , , , , , ,X,2045,532,832,99,0,0,41,59,96,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,43,58,61,46,55,58,19,45,38,18,7,17,16,8,10,16,27,19,18,31,19,13,45,21,44,32,38,30,16,6,2,54,8,19,19,146,221,85,84,2,14,12,9,10,10,0,551,570,3,3,75,25,97,3,4,26,64,54,21,73,27,5,1,5,11,30,4,15,42,39,1,2,0,0,0,3,18,59,0,1,47,54,55,12,4,6,8,0,12,4,9,0,2,10,68,90,6120,175,675,258,369,310,362,14335,22,26,13,25,11,3,0,0,0,14,16,15,36,15,3,0,0,0,45,5,64,10,39,61,3,81,8,1,1,0,0,0,7,3,3,18,13,17,0,44,51,68,41,67,41,73,54,76,99,5,18,13,4,10,13,0,2,17,0,7,8,4,2,0,0,1,15,1,2,9,17,9,2,5,1,15,10,12,1,4,5,0,5,68,19,0,120,10,11,32,21,5,14,8,8,10,1,13,5,0,0,0,10,26,0,27,5,36,19,0,4,1,20,0,0,5,2,0,0,0,0,1,1,0,5,84,94,2,1,3,86,41,10,10,37,0,0,0,2,10,90,0,0,87,0,13,0,0,0,99,0,99,99,99,6,2,4,3,9706,9606,9604,9604,9603,9602,9601,9511,9510,9510,9509,9507,9506,9504,9503,,9412,9411,,9410,9409,9407,9406,L3G,S3G,S3G,S3G,S4G,S3G,S3G,A3G,A4G,A4G,A4G,A3G,A3G,A3G,A2G, ,A2G,A2F, ,A1F,A1F,A2F,A3G,20,9702,49,6,14,,,,,,,,,,9510,,9506,,,,9501,,,,9410,9407,,,,,,,,,,,50,,25,,,,30,,,,26,15,,252,11,7,10,9307,50,9510,25,9512,9301,9303,2,22.909090909,96575,0,0,0,L,3,G,X,X,X,35,B
8701,STL,2,MI,49506, , ,0,0, , , , ,XXXX,U1,02,, , , , , , ,,, ,,0,,,,,,,,,,,,,,, ,0,27,28,33,6,1,3, , , ,9, , , ,Y, , , , ,Y, , , , , , , , , , ,2,X,1605,298,373,99,0,0,40,60,73,25,0,0,1,0,0,0,0,0,0,0,0,0,0,0,37,47,53,42,52,57,23,34,41,26,14,16,15,12,8,6,28,14,14,31,24,17,18,6,16,13,27,60,38,20,9,42,8,19,31,246,317,94,93,4,5,1,0,25,21,5,686,761,5,5,88,12,98,2,0,49,80,63,36,65,35,12,2,11,9,16,7,11,36,27,7,15,3,0,3,29,45,67,0,1,92,73,74,17,4,5,0,0,7,5,0,0,35,65,72,83,3000,59,563,513,557,563,605,17157,10,13,14,11,23,14,11,0,4,7,10,15,12,23,16,12,0,4,22,8,52,5,34,66,7,70,13,9,6,0,3,0,5,3,0,7,14,16,3,46,57,75,47,74,41,55,25,85,99,8,21,15,1,10,17,0,1,21,0,4,7,1,3,0,1,5,14,4,1,4,17,3,2,11,2,9,10,14,4,6,1,3,3,61,26,1,140,8,7,16,19,10,24,16,16,14,5,16,9,0,0,0,11,27,1,28,10,33,15,8,3,1,10,0,0,4,0,0,0,0,0,0,1,0,2,66,97,1,0,2,91,66,15,11,51,0,0,0,0,0,99,0,0,99,0,0,0,0,0,99,0,99,99,99,7,3,3,6,9706,9606,9604,9604,9603,,9601,9511,,9510,9508,,,,9503,9502,9412,9411,9411,9410,9409,9407,9406,L2E,S2E,S2E,S2E,A1E, ,A1E,L1E, ,L1E,L1E, , , ,L1E,A1E,A1E,A1E,A1E,A1E,A1E,A1E,A1E,28,9702,71,6,14,,,,,,9601,,,,9510,,,,,,,,,,,,,,,,,,10,,,,10,,,,,,,,,,,,,108,11,8,5,8810,14,9210,10,9601,8707,8801,6,9.8181818182,73704,0,0,0,L,2,E,X,X,X,9,B
9501,DCD,1,WA,98006, , ,6801,0, , , , ,XXXX,S1,14,30,E,H, , , , ,,7,M,9,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,25,45,25,9,4,0, , , ,, , , , , , , , , , , , , , , , , , , , , ,1155,353,402,99,0,0,49,51,82,1,0,15,3,0,5,6,1,1,0,0,1,0,0,2,36,43,45,35,45,47,26,36,37,27,9,19,25,21,15,8,3,11,18,28,25,18,16,1,13,9,38,53,30,10,3,72,7,3,19,212,287,92,92,0,8,7,7,0,0,0,2019,2175,7,7,85,15,98,2,13,41,88,79,36,93,7,5,1,4,7,8,3,16,54,12,1,1,0,51,84,98,99,99,10,0,85,80,76,15,4,1,7,0,8,0,7,0,85,90,93,95,7600,105,819,690,743,728,799,26159,4,7,4,11,31,21,12,5,5,3,2,3,8,35,23,17,6,3,14,0,64,3,41,59,19,85,4,5,5,0,0,1,1,4,1,3,19,22,0,81,74,84,66,83,65,72,67,99,99,0,26,29,1,15,10,1,1,7,1,5,4,1,0,1,1,5,24,0,1,7,13,11,5,4,2,9,10,6,1,9,4,0,6,73,7,0,160,0,4,14,17,8,31,26,6,29,2,21,12,0,0,0,12,25,0,45,20,25,7,0,7,0,6,0,0,0,1,1,0,0,1,0,2,0,17,37,82,2,14,2,95,79,38,10,18,2,8,16,65,89,11,0,0,80,1,13,5,0,2,95,5,85,99,99,10,3,8,6,9706,9606,9604,,9603,9602,9601,9511,9510,9510,9509,9507,9506,,,9501,9412,,,,,,,L1F,A1F,A1F, ,N1E,N1E,N1E,N1E,F1E,F1E,F1E,F1E,F1E, , ,P1E,P1E, , , , , , ,9,9702,21,4,10,,,,,,,,,,9601,,,,,,9502,,,,,,,,,,,,,,,,20,,,,,,10,,,,,,,30,2,2,10,9502,20,9601,20,9601,9502,9601,11,15,178309,0,0,1,L,1,F,X,X,X,2,A
